@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
74387,161078,120777,161078,120777,356087,265981,045,0748,18968685,18968685,285,1339,0747,0969,6
72156,161004,121534,161004,121534,351111,26166,0271,0726,18399780,18399780,286,1342,0745,094,6
71768,161419,122515,161419,122515,351131,260239,0774,0722,18300840,18300840,287,1349,0741,0934,6
71091,162802,120886,162802,120886,347251,260664,0576,0715,18128205,18128205,288,1332,0751,0926,6
70919,160914,118548,160914,118548,348383,259189,179777,0713,18084345,18084345,289,1344,0744,0923,6
72720,160923,1194,160923,1194,351527,263394,17981,0732,18543600,18543600,290,1335,0749,0947,6
70932,161181,117586,161181,117586,349685,25827,179368,0714,18087660,18087660,291,1354,0739,0924,6
71433,164476,120415,164476,120415,346019,262851,0447,0719,18215415,18215415,292,1316,076,093,6
71449,164791,121134,164791,121134,345963,262952,1246,0719,18219495,18219495,293,1316,076,093,6
73237,162728,120494,162728,120494,351846,265026,0466,0737,18675435,18675435,294,1328,0753,0954,6
73197,161979,120271,161979,120271,352666,264265,0012,0736,18665235,18665235,295,1335,0749,0953,6
72809,163303,11996,163303,11996,350418,264551,179841,0732,18566295,18566295,296,1325,0755,0948,6
74623,162464,12064,162464,12064,354566,26797,084,0751,19028865,19028865,297,1323,0756,0972,6
71653,165117,120287,165117,120287,345762,263856,0323,0721,18271515,18271515,298,131,0763,0933,6
71231,166058,120762,166058,120762,343693,263881,0772,0717,18163905,18163905,299,1302,0768,0927,6
73891,161477,11906,161477,11906,354364,265492,179391,0743,18842205,18842205,300,1335,0749,0962,6
72272,161866,118839,161866,118839,350787,262323,179461,0727,18429360,18429360,301,1337,0748,0941,6
70827,160673,117576,160673,117576,349387,258108,179723,0713,18060885,18060885,302,1354,0739,0922,6
73203,161141,118634,161141,118634,353231,263864,17938,071,18666765,18666765,303,1339,0747,0953,6
71503,160271,118136,160271,118136,349848,260229,179866,0719,18233265,18233265,304,1344,0744,0931,6
71396,160512,118208,160512,118208,349592,260029,179798,0718,18205980,18205980,305,1344,0744,093,6
70526,160386,117942,160386,117942,348046,258002,179955,0709,17984130,17984130,306,1349,0741,0918,6
71113,161362,117964,161362,117964,348756,25962,179561,0715,18133815,18133815,307,1343,0744,0926,6
71017,160909,118297,160909,118297,348443,259502,179864,0714,18109335,18109335,308,1343,0745,0925,6
70328,161723,118355,161723,118355,346491,258432,179472,0707,17933640,17933640,309,1341,0746,0916,6
71535,161264,118096,161264,118096,349746,260421,179506,072,18241425,18241425,310,1343,0745,0931,6
71600,160602,12245,160602,12245,350765,259901,0319,072,18258000,18258000,311,135,0741,0932,6
72419,160637,12183,160637,12183,352263,261755,0485,0729,18466845,18466845,312,1346,0743,0943,6
73167,160813,121819,160813,121819,354223,262996,0396,0736,18657585,18657585,313,1347,0742,0953,6
71779,160908,118826,160908,118826,350091,261052,17964,0722,18303645,18303645,314,1341,0746,0935,6
71695,160204,118518,160204,118518,350329,260569,179786,0721,18282225,18282225,315,1344,0744,0934,6
70745,160614,118577,160614,118577,347724,259043,179868,0712,18039975,18039975,316,1342,0745,0921,6
71585,161423,118238,161423,118238,349836,260536,179356,072,18254175,18254175,317,1343,0745,0932,6
71128,16022,118401,16022,118401,348454,259899,0099,0716,18137640,18137640,318,1341,0746,0926,6
71277,160709,122762,160709,122762,350209,259138,0206,0717,18175635,18175635,319,1351,074,0928,6
70926,160254,122821,160254,122821,349644,258279,0073,0714,18086130,18086130,320,1354,0739,0924,6
71602,161209,122524,161209,122524,351064,259686,0689,072,18258510,18258510,321,1352,074,0932,6
70278,162181,120142,162181,120142,346044,258582,0094,0707,17920890,17920890,322,1338,0747,0915,6
71808,16121,119751,16121,119751,350133,261126,179997,0722,18311040,18311040,323,1341,0746,0935,6
71100,160415,121969,160415,121969,347109,260804,2033,0715,18130500,18130500,324,1331,0751,0926,7
72149,160463,120959,160463,120959,349696,262694,1909,0726,18397995,18397995,325,1331,0751,0939,7
71993,16046,12023,16046,12023,349206,262494,1363,0724,18358215,18358215,326,133,0752,0937,7
71800,160597,120453,160597,120453,349285,26173,1572,0722,18309000,18309000,327,1335,0749,0935,7
71137,159745,119838,159745,119838,347105,260943,2002,0716,18139935,18139935,328,133,0752,0926,7
70283,160682,120203,160682,120203,344658,259641,2516,0707,17922165,17922165,329,1327,0753,0915,7
70391,159927,119566,159927,119566,345253,259591,171,0708,17949705,17949705,330,133,0752,0917,7
72257,159407,119882,159407,119882,350089,262791,1179,0727,18425535,18425535,331,1332,0751,0941,7
73091,160437,12071,160437,12071,352225,264213,1092,0735,18638205,18638205,332,1333,075,0952,7
69889,157316,120681,157316,120681,342676,259678,1833,0703,17821695,17821695,333,132,0758,091,7
72765,159459,120491,159459,120491,351252,263763,1409,0732,18555075,18555075,334,1332,0751,0947,7
70112,15912,120255,15912,120255,345028,258731,3933,0705,17878560,17878560,335,1334,075,0913,7
70314,158309,120329,158309,120329,344834,259623,3114,0707,17930070,17930070,336,1328,0753,0916,7
70548,159869,12077,159869,12077,346026,259589,3053,071,17989740,17989740,337,1333,075,0919,7
71244,160109,12063,160109,12063,347148,261302,1931,0717,18167220,18167220,338,1329,0753,0928,7
69283,159532,120968,159532,120968,343376,256902,4018,0697,17667165,17667165,339,1337,0748,0902,7
71231,159636,120648,159636,120648,347093,261297,1642,0717,18163905,18163905,340,1328,0753,0927,7
70881,159457,120091,159457,120091,346845,260199,2202,0713,18074655,18074655,341,1333,075,0923,7
71875,159522,120454,159522,120454,349036,262191,1303,0725,18328125,18328125,342,1331,0751,0936,7
69745,160754,120298,160754,120298,344407,257841,3292,0702,17784975,17784975,343,1336,0749,0908,7
69330,158973,121253,158973,121253,343388,257067,3712,0697,17679150,17679150,344,1336,0749,0903,7
69656,160685,120379,160685,120379,344206,257662,3349,0701,17762280,17762280,345,1336,0749,0907,7
69493,1611,120177,1611,120177,343787,257372,2993,0699,17720715,17720715,346,1336,0749,0905,7
69295,160046,120169,160046,120169,342986,257239,3739,0697,17670225,17670225,347,1333,075,0902,7
69791,15994,120322,15994,120322,344613,257856,3416,0702,17796705,17796705,348,1336,0748,0909,7
70661,160294,120237,160294,120237,346078,259966,2482,0711,18018555,18018555,349,1331,0751,092,7
70551,159842,119774,159842,119774,34573,259823,2484,071,17990505,17990505,350,1331,0752,0919,7
69843,159604,119694,159604,119694,343925,258565,3136,0703,17809965,17809965,351,133,0752,0909,7
71508,159278,120104,159278,120104,34811,261546,2058,0719,18234540,18234540,352,1331,0751,0931,7
71865,158933,119797,158933,119797,348806,262327,1896,0723,18325575,18325575,353,133,0752,0936,7
70196,158806,120593,158806,120593,344592,259369,2428,0706,17899980,17899980,354,1329,0753,0914,7
69605,159862,119725,159862,119725,344089,25756,3777,07,17749275,17749275,355,1336,0749,0906,7
66766,157783,118751,157783,118751,337328,252007,6052,0672,17025330,17025330,356,1339,0747,0869,7
70838,160065,120828,160065,120828,347352,259661,2256,0713,18063690,18063690,357,1338,0748,0922,7
71596,160316,120653,160316,120653,347908,26202,162,072,18256980,18256980,358,1328,0753,0932,7
69222,158453,119545,158453,119545,343492,256589,4616,0696,17651610,17651610,359,1339,0747,0901,7
70273,160216,119845,160216,119845,345739,258791,2699,0707,17919615,17919615,360,1336,0749,0915,7
71959,160498,12077,160498,12077,349192,26238,1707,0724,18349545,18349545,361,1331,0751,0937,7
70195,161313,119152,161313,119152,345344,2588,2949,0706,17899725,17899725,362,1334,0749,0914,7
69785,160303,119584,160303,119584,344076,258237,3113,0702,17795175,17795175,363,1332,0751,0909,7
68114,160099,118309,160099,118309,340246,254891,4573,0685,17369070,17369070,364,1335,0749,0887,7
71598,160526,120555,160526,120555,348801,261356,1715,072,18257490,18257490,365,1335,0749,0932,7
68682,159828,118444,159828,118444,342043,255666,4186,0691,17513910,17513910,366,1338,0747,0894,7
71511,159385,120804,159385,120804,347977,261657,1943,0719,18235305,18235305,367,133,0752,0931,7
69042,159224,120525,159224,120525,342208,256882,3625,0695,17605710,17605710,368,1332,0751,0899,7
68717,159546,119945,159546,119945,341111,256495,3991,0691,17522835,17522835,369,133,0752,0895,7
68338,157868,119479,157868,119479,340168,255787,3815,0687,17426190,17426190,370,133,0752,089,7
70043,158966,119822,158966,119822,344796,25865,315,07,17860965,17860965,371,1333,075,0912,7
70637,160133,120447,160133,120447,347004,259184,3331,0711,18012435,18012435,372,1339,0747,092,7
70954,159464,120873,159464,120873,347407,260045,228,0714,18093270,18093270,373,1336,0749,0924,7
72394,15998,120496,15998,120496,35071,262824,1776,0728,18460470,18460470,374,1334,0749,0943,7
72426,160192,120649,160192,120649,350551,263059,1553,0729,18468630,18468630,375,1333,075,0943,7
69606,159174,119667,159174,119667,344579,257199,3716,07,17749530,17749530,376,134,0746,0906,7
70772,160727,120963,160727,120963,346353,260167,266,0712,18046860,18046860,377,1331,0751,0922,7
71079,15962,120009,15962,120009,346941,260853,19,0715,18125145,18125145,378,133,0752,0926,7
72739,159922,120364,159922,120364,350761,264038,1351,0732,18548445,18548445,379,1328,0753,0947,7
69264,160457,120778,160457,120778,342741,257307,4047,0697,17662320,17662320,380,1332,0751,0902,7
71051,160036,120673,160036,120673,346965,260732,2353,0715,18118005,18118005,381,1331,0751,0925,7
69308,15754,120944,15754,120944,342468,257676,4048,0697,17673540,17673540,382,1329,0752,0902,7
68378,158043,120251,158043,120251,340536,255661,4538,0688,17436390,17436390,383,1332,0751,089,7
70083,158493,119944,158493,119944,345038,258616,3339,0705,17871165,17871165,384,1334,075,0913,7
70605,159221,120678,159221,120678,345946,259859,287,071,18004275,18004275,385,1331,0751,0919,7
70380,159495,122783,159495,122783,347712,257715,0278,0708,17946900,17946900,386,1349,0741,0916,8
66742,163132,124834,163132,124834,340305,249713,1548,0671,17019210,17019210,387,1363,0734,0869,8
69390,160744,122818,160744,122818,345355,255824,0426,0698,17694450,17694450,388,135,0741,0904,8
67964,161295,123533,161295,123533,342302,252802,0983,0684,17330820,17330820,389,1354,0739,0885,8
69768,160549,122816,160549,122816,346507,256363,17972,0702,17790840,17790840,390,1352,074,0908,8
68960,160614,123019,160614,123019,344346,254984,0363,0694,17584800,17584800,391,135,074,0898,8
68004,162085,123707,162085,123707,343176,252306,099,0684,17341020,17341020,392,136,0735,0885,8
71216,162299,122358,162299,122358,349832,259196,1215,0716,18160080,18160080,393,135,0741,0927,8
69637,161784,122467,161784,122467,345374,256721,0618,0701,17757435,17757435,394,1345,0743,0907,8
70347,162842,122591,162842,122591,347098,25805,1218,0708,17938485,17938485,395,1345,0743,0916,8
70945,161235,121962,161235,121962,349364,258555,0164,0714,18090975,18090975,396,1351,074,0924,8
72927,160816,121697,160816,121697,353183,262905,0516,0733,18596385,18596385,397,1343,0744,095,8
70357,162716,123033,162716,123033,347629,257692,1481,0708,17941035,17941035,398,1349,0741,0916,8
70440,162396,123217,162396,123217,348293,257505,1391,0709,17962200,17962200,399,1353,0739,0917,8
69675,161331,123851,161331,123851,346896,255733,0748,0701,17767125,17767125,400,1356,0737,0907,8
68725,161232,123494,161232,123494,344415,254064,0662,0691,17524875,17524875,401,1356,0738,0895,8
67599,160328,124299,160328,124299,341677,251904,0766,068,17237745,17237745,402,1356,0737,088,8
69537,161599,122559,161599,122559,345627,256164,0992,07,17731935,17731935,403,1349,0741,0905,8
70177,161026,123431,161026,123431,348696,256247,079,0706,17895135,17895135,404,1361,0735,0914,8
70567,162831,122653,162831,122653,3483,257963,1443,071,17994585,17994585,405,135,0741,0919,8
68272,163175,123404,163175,123404,342718,253639,185,0687,17409360,17409360,406,1351,074,0889,8
66214,16162,124368,16162,124368,338089,249362,078,0666,16884570,16884570,407,1356,0738,0862,8
67284,162847,124539,162847,124539,340044,251934,0992,0677,17157420,17157420,408,135,0741,0876,8
67629,162613,1243,162613,1243,341467,252171,1049,068,17245395,17245395,409,1354,0738,0881,8
67702,1635,124665,1635,124665,341998,252051,1767,0681,17264010,17264010,410,1357,0737,0882,8
70026,163163,123814,163163,123814,347269,256746,2104,0704,17856630,17856630,411,1353,0739,0912,8
67822,16237,12489,16237,12489,342613,252044,1352,0682,17294610,17294610,412,1359,0736,0883,8
68737,162476,123631,162476,123631,344814,253814,1208,0691,17527935,17527935,413,1359,0736,0895,8
70406,162795,122826,162795,122826,348384,257313,128,0704,17953530,17953530,414,1354,0739,0917,8
70249,162796,123299,162796,123299,348141,256918,1674,0707,17913495,17913495,415,1355,0738,0915,8
69138,161499,124241,161499,124241,34611,254339,1179,0696,17630190,17630190,416,1361,0735,09,8
66866,161372,124277,161372,124277,339916,250463,0726,0673,17050830,17050830,417,1357,0737,0871,8
68704,161575,124256,161575,124256,345455,253222,085,0691,17519520,17519520,418,1364,0733,0895,8
67290,162481,123674,162481,123674,340815,251386,1301,0677,17158950,17158950,419,1356,0738,0876,8
67466,163937,123736,163937,123736,340389,25236,1526,0679,17203830,17203830,420,1349,0741,0878,8
67762,160327,123366,160327,123366,341283,252802,0251,0682,17279310,17279310,421,135,0741,0882,8
66683,158831,125118,158831,125118,34054,24932,17967,0671,17004165,17004165,422,1366,0732,0868,8
65870,160684,124667,160684,124667,337251,248682,0297,0663,16796850,16796850,423,1356,0737,0858,8
70745,161051,121797,161051,121797,34776,259016,0447,0712,18039975,18039975,424,1343,0745,0921,8
69753,160823,124053,160823,124053,347728,255407,0916,0702,17787015,17787015,425,1361,0735,0908,8
65737,161969,124514,161969,124514,337286,248154,1058,0661,16762935,16762935,426,1359,0736,0856,8
67865,161288,124302,161288,124302,34237,252383,0667,0683,17305575,17305575,427,1357,0737,0884,8
67705,160991,124011,160991,124011,342475,251711,044,0681,17264775,17264775,428,1361,0735,0882,8
68211,160103,123986,160103,123986,343034,253179,0007,0686,17393805,17393805,429,1355,0738,0888,8
69397,161619,121999,161619,121999,344204,256705,033,0698,17696235,17696235,430,1341,0746,0904,8
68064,164347,123647,164347,123647,34141,253835,219,0685,17356320,17356320,431,1345,0743,0886,8
70492,160885,121758,160885,121758,346815,258793,009,0709,17975460,17975460,432,134,0746,0918,8
66343,15928,124391,15928,124391,339459,248839,179861,0667,16917465,16917465,433,1364,0733,0864,8
69066,160721,122667,160721,122667,344136,255532,0146,0695,17611830,17611830,434,1347,0743,0899,8
68820,160084,123665,160084,123665,346162,253131,0033,0692,17549100,17549100,435,1368,0731,0896,8
65623,160121,125585,160121,125585,337535,247541,179494,066,16733865,16733865,436,1364,0733,0854,8
68840,158923,123748,158923,123748,344919,254117,0021,0693,17554200,17554200,437,1357,0737,0896,8
71924,159222,121047,159222,121047,348861,262501,179593,0724,18340620,18340620,438,1329,0752,0937,10
68806,157438,121523,157438,121523,339773,257839,179011,0692,17545530,17545530,439,1318,0759,0896,10
72369,159891,121009,159891,121009,350403,262963,179792,0728,18454095,18454095,440,1333,075,0942,10
68114,158782,121842,158782,121842,337835,25671,179466,0685,17369070,17369070,441,1316,076,0887,10
70366,15916,121625,15916,121625,344571,260013,17981,0708,17943330,17943330,442,1325,0755,0916,10
69687,158196,122147,158196,122147,342769,258857,17953,0701,17770185,17770185,443,1324,0755,0907,10
71535,158564,120834,158564,120834,347254,26229,179752,072,18241425,18241425,444,1324,0755,0931,10
69271,162111,122619,162111,122619,341242,258463,1069,0697,17664105,17664105,445,132,0757,0902,10
70558,158953,121321,158953,121321,344738,260596,179718,071,17992290,17992290,446,1323,0756,0919,10
71417,15858,121899,15858,121899,348183,261158,179368,0718,18211335,18211335,447,1333,075,093,10
72114,160891,122599,160891,122599,351151,261479,0692,0725,18389070,18389070,448,1343,0745,0939,10
72238,1614,122508,1614,122508,350783,262203,0869,0727,18420690,18420690,449,1338,0747,0941,10
71116,161834,123015,161834,123015,347467,260594,0983,0715,18134580,18134580,450,1333,075,0926,10
71234,160805,122137,160805,122137,346904,26145,0355,0717,18164670,18164670,451,1327,0754,0928,10
71618,16155,122149,16155,122149,348221,261865,0819,072,18262590,18262590,452,133,0752,0933,10
72159,161251,121879,161251,121879,34968,262742,063,0726,18400545,18400545,453,1331,0751,094,10
72564,160437,121168,160437,121168,350843,263341,0202,073,18503820,18503820,454,1332,0751,0945,10
70171,161417,122433,161417,122433,344335,25947,0909,0706,17893605,17893605,455,1327,0754,0914,10
71190,160878,123468,160878,123468,34891,259786,0718,0716,18153450,18153450,456,1343,0745,0927,10
70815,158552,121436,158552,121436,345879,260682,179434,0712,18057825,18057825,457,1327,0754,0922,10
71868,159735,121044,159735,121044,348885,262279,179714,0723,18326340,18326340,458,133,0752,0936,10
72274,15892,122458,15892,122458,351412,261864,179338,0727,18429870,18429870,459,1342,0745,0941,10
69301,161865,123978,161865,123978,342826,25738,1032,0697,17671755,17671755,460,1332,0751,0902,10
68263,163236,123813,163236,123813,339016,256375,151,0687,17407065,17407065,461,1322,0756,0889,10
70314,161577,121336,161577,121336,343029,260989,0433,0707,17930070,17930070,462,1314,0761,0916,10
70018,163122,122326,163122,122326,342537,260263,1224,0704,17854590,17854590,463,1316,076,0912,10
71698,161514,122,161514,122,348424,262005,0589,0721,18282990,18282990,464,133,0752,0934,10
71488,162324,120778,162324,120778,346512,262679,0505,0719,18229440,18229440,465,1319,0758,0931,10
71193,161475,121296,161475,121296,346622,261512,0456,0716,18154215,18154215,466,1325,0754,0927,10
71618,161329,121685,161329,121685,348117,261943,0426,072,18262590,18262590,467,1329,0752,0933,10
71891,161151,121638,161151,121638,349233,262101,049,0723,18332205,18332205,468,1332,0751,0936,10
70979,161726,121341,161726,121341,345442,261616,0518,0714,18099645,18099645,469,132,0757,0924,10
